# This File stores the ClusterProfile/Centers using >>ClosestCenters<< of the given TrajNameList
# elapsed time: 145.91 seconds
# Threshold = 0.1
# TrajNameList = ['Met_Amber1_stripped', 'Met_Amber2_stripped']
# TrjLenList = [1000, 1000]
# updated TrjLenList = [1000, 1000]
# TimeStep = 1
# StartFrame = 0
# EndingFrame = 1000
# *******
# GLOBAL PROFILE: Radius = 0.1
# *******
# 
#                |                       Radius = 0.1                            |
#                |  eff Clust     |    next Center   |     farthest Center      |
# Frame | TrajNr | PROF | effRMSD | nextC | nextRMSD | farthestC | farthestRMSD |
#                           
489 1    519 0.0000    519 0.0475    1398 0.4144
490 1    934 0.0000    934 0.0770    1398 0.3002
491 1    934 0.0000    934 0.0748    1398 0.3126
492 1    934 0.0000    934 0.0608    692 0.3391
493 1    934 0.0000    934 0.0770    692 0.3248
494 1    934 0.0000    934 0.0713    692 0.3512
495 1    519 0.0000    519 0.0705    1398 0.3659
496 1    934 0.0000    934 0.0800    1398 0.3591
497 1    934 0.0000    934 0.0450    692 0.3203
498 1    934 0.0000    934 0.0544    692 0.3163
499 1    869 0.0000    869 0.0824    692 0.3219
500 1    934 0.0000    934 0.0617    692 0.3064
501 1    934 0.0000    934 0.0644    1398 0.3464
502 1    934 0.0000    934 0.0454    692 0.3138
503 1    934 0.0000    934 0.0527    692 0.3140
504 1    113 0.0000    113 0.0848    692 0.2796
505 1    934 0.0000    934 0.0641    692 0.3059
506 1    934 0.0000    934 0.0642    692 0.3066
507 1    934 0.0000    934 0.0644    692 0.3576
508 1    519 0.0000    519 0.0701    692 0.3400
509 1    1035 0.0000    1035 0.0563    1398 0.4218
510 1    934 0.0000    934 0.0652    692 0.3637
511 1    519 0.0000    519 0.0734    1398 0.3680
512 1    934 0.0000    934 0.0857    1398 0.3683
513 1    1071 0.0000    1071 0.0888    1398 0.3934
514 1    934 0.0000    934 0.0587    1398 0.3272
515 1    934 0.0000    934 0.0719    692 0.2970
516 1    934 0.0000    934 0.0692    692 0.3094
517 1    934 0.0000    934 0.0635    1398 0.3420
518 1    519 0.1003    1001 0.1003    1398 0.3921
519 1    934 0.0000    934 0.0620    1398 0.3354
520 1    519 0.0000    519 0.0706    1398 0.3779
521 1    934 0.0000    934 0.0607    692 0.3557
522 1    1623 0.0000    1623 0.0624    692 0.3898
523 1    1623 0.0000    1623 0.0649    1398 0.4181
524 1    1623 0.0000    1623 0.0708    692 0.4401
525 1    526 0.1453    1485 0.1093    1398 0.4352
526 1    546 0.0000    546 0.0584    1398 0.3253
527 1    1652 0.0000    1652 0.0710    1398 0.2949
528 1    430 0.0000    430 0.0848    1179 0.3062
529 1    1652 0.0000    1652 0.0768    597 0.3087
530 1    531 0.1341    430 0.1010    1398 0.3227
531 1    546 0.0000    546 0.0602    276 0.3035
532 1    1652 0.0000    1652 0.0534    276 0.2988
533 1    430 0.0000    430 0.0839    1179 0.3311
534 1    535 0.1236    45 0.1020    526 0.3676
535 1    556 0.0000    556 0.0853    276 0.3569
536 1    1211 0.0000    1211 0.0746    1179 0.3497
537 1    1210 0.0000    1210 0.0909    276 0.4054
538 1    1211 0.0000    1211 0.0827    1179 0.3768
539 1    1210 0.0000    1210 0.0905    276 0.4063
540 1    556 0.0000    556 0.0485    276 0.3675
541 1    535 0.0000    535 0.0834    526 0.3442
542 1    1652 0.0000    1652 0.0684    276 0.3190
543 1    546 0.0000    546 0.0703    1398 0.3085
544 1    430 0.0000    430 0.0797    1179 0.3196
545 1    546 0.1218    869 0.1007    1398 0.3117
546 1    546 0.0000    546 0.0568    276 0.3043
547 1    934 0.0000    934 0.0858    1398 0.3248
548 1    875 0.0000    875 0.0843    1398 0.3206
549 1    546 0.0000    546 0.0721    1398 0.3126
550 1    556 0.0000    556 0.0876    276 0.3183
551 1    531 0.0000    531 0.0784    1179 0.3157
552 1    556 0.0000    556 0.0436    276 0.3533
553 1    556 0.0000    556 0.0725    276 0.3741
554 1    1652 0.0000    1652 0.0832    276 0.3181
555 1    556 0.1255    1211 0.1029    276 0.3722
556 1    556 0.0000    556 0.0387    276 0.3695
557 1    556 0.0000    556 0.0609    276 0.3361
558 1    875 0.0000    875 0.0590    276 0.2775
559 1    875 0.0000    875 0.0590    263 0.2975
560 1    1786 0.0000    1786 0.0877    276 0.3733
561 1    881 0.0000    881 0.0605    276 0.4264
562 1    1607 0.0000    1607 0.0898    1485 0.3509
563 1    1371 0.0000    1371 0.0804    526 0.3101
564 1    1398 0.0000    1398 0.0619    1179 0.4346
565 1    730 0.0000    730 0.0882    276 0.3860
566 1    637 0.0000    637 0.0780    1485 0.3207
567 1    690 0.0000    690 0.0889    1485 0.3135
568 1    637 0.0000    637 0.0896    526 0.3277
569 1    327 0.0000    327 0.0909    436 0.3766
570 1    756 0.0000    756 0.0781    1179 0.3869
571 1    801 0.0000    801 0.0649    276 0.4229
572 1    93 0.0000    93 0.0847    1179 0.3225
573 1    1751 0.0000    1751 0.0818    1398 0.3019
574 1    93 0.0000    93 0.0697    1179 0.3503
575 1    259 0.0000    259 0.0719    1179 0.3200
576 1    122 0.0000    122 0.0876    1179 0.2857
577 1    113 0.0000    113 0.0824    692 0.2829
578 1    650 0.0000    650 0.0689    1179 0.3384
579 1    122 0.0000    122 0.0871    1179 0.2976
580 1    1755 0.0000    1755 0.0752    1179 0.3389
581 1    1735 0.0000    1735 0.0752    1179 0.3362
582 1    1735 0.0000    1735 0.0825    526 0.3745
583 1    1398 0.0000    1398 0.0664    1485 0.4172
584 1    684 0.0000    684 0.0786    1485 0.3242
585 1    113 0.0000    113 0.0769    1485 0.2877
586 1    367 0.0000    367 0.0741    1485 0.2812
587 1    1715 0.0000    1715 0.0912    1398 0.2969
588 1    367 0.0000    367 0.0768    526 0.2780
589 1    367 0.0000    367 0.0676    526 0.2914
590 1    339 0.0000    339 0.0961    276 0.3519
591 1    637 0.0000    637 0.0916    526 0.3495
592 1    801 0.0000    801 0.0720    1179 0.3971
593 1    597 0.0000    597 0.0485    436 0.3295
594 1    595 0.1803    597 0.1073    436 0.3678
595 1    162 0.0000    162 0.0715    1398 0.3206
596 1    597 0.1208    1750 0.1009    436 0.3320
597 1    595 0.0000    595 0.0719    436 0.3685
598 1    597 0.0000    597 0.0470    1485 0.3300
599 1    597 0.0000    597 0.0344    436 0.3207
600 1    1390 0.0000    1390 0.0481    1179 0.3345
601 1    730 0.0000    730 0.0913    1179 0.4086
602 1    166 0.0000    166 0.0774    1179 0.3576
603 1    1371 0.0000    1371 0.0764    1485 0.3217
604 1    122 0.0000    122 0.0880    1485 0.3203
605 1    1371 0.0000    1371 0.0860    1485 0.2915
606 1    684 0.0000    684 0.0904    1485 0.3658
607 1    790 0.0000    790 0.0840    1485 0.3503
608 1    1387 0.0000    1387 0.0725    1179 0.3314
609 1    610 0.1249    597 0.1024    1485 0.2940
610 1    610 0.0000    610 0.0445    1485 0.2975
611 1    610 0.0000    610 0.0655    1179 0.3091
612 1    610 0.0000    610 0.0735    1179 0.3200
613 1    1390 0.0000    1390 0.0810    1179 0.3580
614 1    595 0.0000    595 0.0492    436 0.3812
615 1    616 0.1121    166 0.1009    1485 0.3458
616 1    616 0.0000    616 0.0412    436 0.3378
617 1    1390 0.0000    1390 0.0753    1179 0.3376
618 1    616 0.0000    616 0.0636    1485 0.3589
619 1    1739 0.0000    1739 0.0869    1179 0.4006
620 1    85 0.0000    85 0.0872    1179 0.3468
621 1    701 0.0000    701 0.0698    1179 0.3698
622 1    52 0.0000    52 0.0777    1485 0.3584
623 1    701 0.0000    701 0.0817    1485 0.3160
624 1    701 0.0000    701 0.0820    436 0.3767
625 1    701 0.0000    701 0.0645    1179 0.3638
626 1    45 0.0000    45 0.0809    276 0.3843
627 1    1735 0.0000    1735 0.0607    276 0.3942
628 1    403 0.0000    403 0.0875    276 0.4295
629 1    650 0.0000    650 0.0833    1179 0.3366
630 1    45 0.0000    45 0.0899    526 0.3825
631 1    1739 0.0000    1739 0.0936    436 0.3727
632 1    1730 0.0000    1730 0.0916    1035 0.2829
633 1    637 0.0000    637 0.0761    276 0.3847
634 1    650 0.0000    650 0.0702    1179 0.3100
635 1    637 0.0000    637 0.0406    1485 0.3476
636 1    637 0.1199    1543 0.1027    526 0.3463
637 1    637 0.0000    637 0.0305    526 0.3540
638 1    860 0.0000    860 0.0827    1398 0.3522
639 1    113 0.0000    113 0.0613    692 0.2901
640 1    650 0.0000    650 0.0752    1035 0.2650
641 1    650 0.0000    650 0.0587    276 0.3247
642 1    185 0.0000    185 0.0803    692 0.2676
643 1    185 0.0000    185 0.0683    1398 0.2961
644 1    1247 0.0000    1247 0.0973    1179 0.3534
645 1    1735 0.0000    1735 0.0955    1179 0.3648
646 1    83 0.0000    83 0.0896    1179 0.3161
647 1    185 0.0000    185 0.0677    1179 0.2781
648 1    860 0.0000    860 0.0836    692 0.3479
649 1    650 0.1073    711 0.1010    1035 0.3086
650 1    97 0.0000    97 0.0875    276 0.3229
651 1    801 0.0000    801 0.0738    276 0.4096
652 1    794 0.0000    794 0.0964    276 0.3921
653 1    662 0.0000    662 0.0668    1398 0.2813
654 1    662 0.0000    662 0.0580    1398 0.2901
655 1    860 0.0000    860 0.0766    692 0.3551
656 1    860 0.0000    860 0.0902    692 0.3574
657 1    662 0.0000    662 0.0652    692 0.3443
658 1    662 0.0000    662 0.0842    692 0.3298
659 1    662 0.0000    662 0.0606    1398 0.3267
660 1    662 0.0000    662 0.0492    692 0.3062
661 1    662 0.1086    136 0.1018    692 0.3184
662 1    736 0.0000    736 0.0929    1179 0.2839
663 1    662 0.0000    662 0.0874    1398 0.2887
664 1    662 0.0000    662 0.0881    692 0.3459
665 1    662 0.0000    662 0.0786    1179 0.2788
666 1    662 0.0000    662 0.0739    692 0.2827
667 1    168 0.0000    168 0.0645    436 0.3874
668 1    85 0.0000    85 0.0824    1179 0.2883
669 1    1372 0.0000    1372 0.0688    526 0.3720
670 1    166 0.0000    166 0.0922    1179 0.3232
671 1    674 0.0000    674 0.0744    1485 0.2839
672 1    1372 0.0000    1372 0.0859    526 0.3666
673 1    674 0.1706    684 0.1031    526 0.3275
674 1    790 0.0000    790 0.0789    1179 0.3847
675 1    1390 0.0000    1390 0.0710    1179 0.3211
676 1    677 0.1139    85 0.1038    1179 0.3311
677 1    683 0.0000    683 0.0729    692 0.2986
678 1    136 0.0000    136 0.0992    1398 0.3425
679 1    1750 0.0000    1750 0.0937    1398 0.3325
680 1    681 0.1471    862 0.1049    692 0.3095
681 1    681 0.0000    681 0.0750    692 0.3271
682 1    683 0.1130    3 0.1043    1179 0.2820
683 1    684 0.1115    1371 0.1008    1485 0.3406
684 1    684 0.0000    684 0.0594    1485 0.3218
685 1    686 0.1251    45 0.1030    526 0.3793
686 1    1372 0.0000    1372 0.0538    1485 0.3613
687 1    406 0.0000    406 0.0983    276 0.3793
688 1    52 0.0000    52 0.0986    276 0.3959
689 1    690 0.1180    403 0.1003    1485 0.3282
690 1    690 0.0000    690 0.0714    1485 0.3443
691 1    692 0.1164    1398 0.1073    436 0.4352
692 1    690 0.0000    690 0.0745    1179 0.3540
693 1    1730 0.0000    1730 0.0978    692 0.2764
694 1    706 0.0000    706 0.0976    692 0.4075
695 1    1730 0.0000    1730 0.0919    1179 0.2943
696 1    2 0.0000    2 0.0851    1179 0.3342
697 1    1 0.0000    1 0.0800    436 0.4138
698 1    701 0.0000    701 0.0840    1179 0.3339
699 1    756 0.0000    756 0.0974    1179 0.4099
700 1    701 0.1097    406 0.1004    1179 0.3519
701 1    1741 0.0000    1741 0.0686    1179 0.3922
702 1    1735 0.0000    1735 0.0606    276 0.3720
703 1    1758 0.0000    1758 0.0921    276 0.4208
704 1    1755 0.0000    1755 0.0739    1179 0.3084
705 1    706 0.1103    1713 0.1014    692 0.3774
706 1    185 0.0000    185 0.0752    1179 0.2670
707 1    711 0.0000    711 0.0802    276 0.3560
708 1    83 0.0000    83 0.0868    1179 0.2907
709 1    877 0.0000    877 0.0880    1398 0.2929
710 1    711 0.1115    1371 0.1005    276 0.3075
711 1    801 0.0000    801 0.0786    276 0.4136
712 1    701 0.0000    701 0.0536    1179 0.3241
713 1    701 0.0000    701 0.0530    436 0.3463
714 1    715 0.1250    1390 0.1015    1179 0.2912
715 1    1755 0.0000    1755 0.0762    1485 0.3555
716 1    782 0.0000    782 0.0842    526 0.3506
717 1    122 0.0000    122 0.0378    1485 0.2946
718 1    122 0.0000    122 0.0844    1179 0.3389
719 1    1758 0.0000    1758 0.0874    436 0.3913
720 1    406 0.0000    406 0.0906    436 0.3661
721 1    1758 0.0000    1758 0.0842    276 0.4046
722 1    122 0.0000    122 0.0684    1485 0.2802
723 1    122 0.0000    122 0.0756    1485 0.2972
724 1    185 0.0000    185 0.0812    1179 0.2847
725 1    136 0.0000    136 0.0699    1398 0.3053
726 1    136 0.0000    136 0.0859    692 0.3059
727 1    728 0.1177    1392 0.1053    1179 0.3105
728 1    782 0.0000    782 0.0751    276 0.3783
729 1    730 0.1205    45 0.1001    276 0.4160
730 1    1758 0.0000    1758 0.0789    276 0.4072
731 1    794 0.0000    794 0.0788    1179 0.3897
732 1    701 0.0000    701 0.0751    1179 0.3621
733 1    736 0.0000    736 0.0683    1179 0.3112
734 1    736 0.0000    736 0.0639    692 0.2683
735 1    736 0.1124    1975 0.1014    1485 0.2870
736 1    3 0.0000    3 0.0848    692 0.3098
737 1    136 0.0000    136 0.0773    1398 0.3390
738 1    136 0.0000    136 0.0666    1398 0.3372
739 1    1769 0.0000    1769 0.0841    1398 0.2975
740 1    122 0.0000    122 0.0944    1179 0.3123
741 1    185 0.0000    185 0.0799    692 0.2932
742 1    683 0.0000    683 0.0865    1179 0.2905
743 1    185 0.0000    185 0.0722    1179 0.2685
744 1    782 0.0000    782 0.0823    276 0.3668
745 1    801 0.0000    801 0.0842    436 0.3859
746 1    756 0.0000    756 0.0828    1179 0.4300
747 1    1741 0.0000    1741 0.0761    1179 0.3611
748 1    701 0.0000    701 0.0936    1179 0.3584
749 1    1247 0.0000    1247 0.0794    1179 0.4038
750 1    1739 0.0000    1739 0.0930    1179 0.4050
751 1    97 0.0000    97 0.0720    276 0.3717
752 1    801 0.0000    801 0.0355    276 0.4059
753 1    801 0.0000    801 0.0751    276 0.4016
754 1    794 0.0000    794 0.0729    1179 0.4173
755 1    756 0.1109    1210 0.1007    1179 0.4140
756 1    794 0.0000    794 0.0873    436 0.4263
757 1    45 0.0000    45 0.0555    436 0.4014
758 1    794 0.0000    794 0.0788    436 0.4398
759 1    406 0.0000    406 0.0727    276 0.3801
760 1    650 0.0000    650 0.0934    1485 0.2763
761 1    690 0.0000    690 0.0728    1485 0.3289
762 1    406 0.0000    406 0.0686    276 0.3839
763 1    282 0.0000    282 0.0776    692 0.3456
764 1    282 0.0000    282 0.0728    692 0.3776
765 1    1955 0.0000    1955 0.0806    692 0.3082
766 1    113 0.0000    113 0.0720    692 0.3030
767 1    681 0.0000    681 0.0817    692 0.3268
768 1    185 0.0000    185 0.0841    692 0.2816
769 1    166 0.0000    166 0.0882    1179 0.3586
770 1    681 0.0000    681 0.0777    692 0.3166
771 1    122 0.0000    122 0.0767    1485 0.2948
772 1    1755 0.0000    1755 0.0829    1485 0.3022
773 1    681 0.0000    681 0.0740    692 0.2950
774 1    1371 0.0000    1371 0.0762    1485 0.2955
775 1    683 0.0000    683 0.0638    881 0.2743
776 1    683 0.0000    683 0.0867    1179 0.2962
777 1    782 0.0000    782 0.0698    1485 0.3362
778 1    701 0.0000    701 0.0927    1179 0.3308
779 1    1371 0.0000    1371 0.0795    1485 0.2985
780 1    683 0.0000    683 0.0776    1179 0.2859
781 1    782 0.1170    1735 0.1028    276 0.3364
782 1    1755 0.0000    1755 0.0850    1485 0.3234
783 1    616 0.0000    616 0.0803    1179 0.3329
784 1    166 0.0000    166 0.0896    1179 0.3599
785 1    406 0.0000    406 0.0907    1485 0.3717
786 1    801 0.0000    801 0.0833    276 0.4089
787 1    756 0.0000    756 0.0794    1179 0.4224
788 1    790 0.0000    790 0.0788    1179 0.3407
789 1    790 0.1098    701 0.1009    1179 0.3741
790 1    801 0.0000    801 0.0863    276 0.4198
791 1    1758 0.0000    1758 0.0714    276 0.4045
792 1    756 0.0000    756 0.0882    276 0.4343
793 1    794 0.1206    756 0.1021    436 0.4111
794 1    1735 0.0000    1735 0.0595    526 0.3490
795 1    692 0.0000    692 0.0863    276 0.4416
796 1    756 0.0000    756 0.0637    1179 0.4189
797 1    756 0.0000    756 0.0815    1179 0.4025
798 1    756 0.0000    756 0.0818    1179 0.3903
799 1    1758 0.0000    1758 0.0830    276 0.4432
800 1    801 0.1101    97 0.1024    276 0.4189
801 1    1735 0.0000    1735 0.0478    1179 0.3557
802 1    1739 0.0000    1739 0.0893    276 0.4317
803 1    730 0.0000    730 0.0719    526 0.4181
804 1    801 0.0000    801 0.0684    1179 0.4133
805 1    3 0.0000    3 0.0767    692 0.2930
806 1    1215 0.0000    1215 0.0371    1398 0.2957
807 1    1220 0.0000    1220 0.0834    1398 0.3344
808 1    1215 0.0000    1215 0.0760    1398 0.3205
809 1    519 0.0000    519 0.0774    1398 0.3545
810 1    1215 0.0000    1215 0.0724    1398 0.3046
811 1    1210 0.0000    1210 0.0868    1179 0.3623
812 1    556 0.0000    556 0.0945    276 0.3616
813 1    683 0.0000    683 0.0824    1398 0.2910
814 1    815 0.1795    339 0.1055    526 0.3655
815 1    816 0.1122    1660 0.1024    526 0.3253
816 1    1064 0.0000    1064 0.0862    1485 0.3149
817 1    282 0.0000    282 0.0735    1398 0.3822
818 1    264 0.0000    264 0.0751    1398 0.3454
819 1    1215 0.0000    1215 0.0714    1398 0.3293
820 1    1215 0.0000    1215 0.0828    1361 0.2848
821 1    1843 0.0000    1843 0.0793    1398 0.3465
822 1    829 0.0000    829 0.0848    1361 0.3218
823 1    1843 0.0000    1843 0.0966    801 0.3190
824 1    1064 0.0000    1064 0.0893    1485 0.3126
825 1    829 0.0000    829 0.0926    1361 0.3256
826 1    264 0.0000    264 0.0467    1361 0.3039
827 1    310 0.0000    310 0.0740    692 0.3306
828 1    829 0.1347    113 0.1067    1361 0.2952
829 1    829 0.0000    829 0.0951    1398 0.3425
830 1    1266 0.0000    1266 0.0856    526 0.3044
831 1    339 0.0000    339 0.0911    526 0.3254
832 1    339 0.0000    339 0.0739    526 0.3735
833 1    339 0.0000    339 0.0439    1485 0.3433
834 1    367 0.0000    367 0.0819    526 0.2881
835 1    339 0.0000    339 0.0783    1485 0.3437
836 1    801 0.0000    801 0.0923    1179 0.4025
837 1    406 0.0000    406 0.0753    436 0.3792
838 1    1237 0.0000    1237 0.0615    1485 0.3271
839 1    113 0.0000    113 0.0855    1485 0.2880
840 1    179 0.0000    179 0.0857    1485 0.2888
841 1    1237 0.0000    1237 0.0715    1485 0.3128
842 1    1237 0.0000    1237 0.0752    1485 0.3187
843 1    610 0.0000    610 0.0886    1485 0.2954
844 1    1237 0.0000    1237 0.0837    1485 0.3059
845 1    155 0.0000    155 0.0650    1485 0.3178
846 1    155 0.0000    155 0.0703    1485 0.3413
847 1    339 0.0000    339 0.0765    1485 0.3558
848 1    637 0.0000    637 0.0909    526 0.3396
849 1    155 0.0000    155 0.0813    1485 0.3002
850 1    1237 0.0000    1237 0.0844    526 0.3087
851 1    860 0.0000    860 0.0763    1398 0.3580
852 1    113 0.0000    113 0.0721    1739 0.3054
853 1    367 0.0000    367 0.0873    1485 0.2977
854 1    327 0.0000    327 0.0472    526 0.4026
855 1    367 0.0000    367 0.0725    1485 0.3062
856 1    113 0.0000    113 0.0730    692 0.2866
857 1    1704 0.0000    1704 0.0884    276 0.3447
858 1    3 0.0000    3 0.0903    692 0.2988
859 1    860 0.1145    310 0.1007    692 0.3916
860 1    662 0.0000    662 0.0613    692 0.3103
861 1    862 0.1483    681 0.1049    692 0.3582
862 1    681 0.0000    681 0.0788    692 0.3314
863 1    683 0.0000    683 0.0797    692 0.3012
864 1    683 0.0000    683 0.0749    1179 0.2979
865 1    683 0.0000    683 0.0690    692 0.2773
866 1    93 0.0000    93 0.0646    1179 0.3596
867 1    403 0.0000    403 0.0782    526 0.4082
868 1    869 0.1132    546 0.1007    1398 0.3091
869 1    1001 0.0000    1001 0.0863    1398 0.4072
870 1    1001 0.0000    1001 0.0806    1398 0.3884
871 1    1001 0.0000    1001 0.0789    1398 0.4095
872 1    526 0.0000    526 0.0770    1398 0.4246
873 1    875 0.0000    875 0.0661    1398 0.3029
874 1    875 0.1157    1059 0.1006    1398 0.2845
875 1    32 0.0000    32 0.0878    276 0.3158
876 1    877 0.1126    1777 0.1011    692 0.3279
877 1    877 0.0000    877 0.0839    692 0.2968
878 1    556 0.0000    556 0.0885    276 0.3570
879 1    535 0.0000    535 0.0921    276 0.3940
880 1    881 0.1316    535 0.1079    276 0.3991
881 1    711 0.0000    711 0.0877    276 0.3603
882 1    711 0.0000    711 0.0799    276 0.3344
883 1    1761 0.0000    1761 0.0932    1485 0.2798
884 1    934 0.0000    934 0.0789    1398 0.3652
885 1    1471 0.0000    1471 0.0681    1398 0.3450
886 1    934 0.0000    934 0.0821    1398 0.3553
887 1    1613 0.0000    1613 0.0401    1398 0.3927
888 1    1471 0.0000    1471 0.0746    1398 0.3257
889 1    1700 0.0000    1700 0.0843    1398 0.3120
890 1    1700 0.0000    1700 0.0676    276 0.2859
891 1    934 0.0000    934 0.0554    1398 0.3307
892 1    934 0.0000    934 0.0858    1398 0.3753
893 1    934 0.0000    934 0.0803    1398 0.2902
894 1    934 0.0000    934 0.0865    1398 0.2968
895 1    1471 0.0000    1471 0.0839    1398 0.2857
896 1    934 0.0000    934 0.0815    1398 0.3481
897 1    1634 0.0000    1634 0.0868    1398 0.3671
898 1    234 0.0000    234 0.0853    1398 0.3328
899 1    934 0.0000    934 0.0799    1398 0.3617
900 1    1471 0.0000    1471 0.0688    1398 0.3174
901 1    934 0.0000    934 0.0724    1398 0.3107
902 1    934 0.0000    934 0.0586    692 0.3149
903 1    934 0.0000    934 0.0793    692 0.3205
904 1    934 0.0000    934 0.0643    692 0.3025
905 1    934 0.0000    934 0.0796    692 0.3202
906 1    934 0.0000    934 0.0479    692 0.3240
907 1    934 0.0000    934 0.0346    692 0.3366
908 1    934 0.0000    934 0.0272    692 0.3436
909 1    519 0.0000    519 0.0761    1398 0.3622
910 1    934 0.0000    934 0.0708    1398 0.3576
911 1    934 0.0000    934 0.0611    692 0.3112
912 1    934 0.0000    934 0.0795    692 0.2872
913 1    934 0.0000    934 0.0679    1398 0.3147
914 1    934 0.0000    934 0.0731    1398 0.3113
915 1    934 0.0000    934 0.0800    1398 0.3570
916 1    1471 0.0000    1471 0.0808    1398 0.2945
917 1    1700 0.0000    1700 0.0849    1398 0.3046
918 1    934 0.0000    934 0.0465    1398 0.3330
919 1    934 0.0000    934 0.0801    1398 0.3449
920 1    934 0.0000    934 0.0758    1398 0.3597
921 1    934 0.0000    934 0.0480    692 0.3323
922 1    934 0.0000    934 0.0677    692 0.3177
923 1    934 0.0000    934 0.0613    692 0.3125
924 1    934 0.0000    934 0.0551    692 0.3136
925 1    934 0.0000    934 0.0445    692 0.3364
926 1    934 0.0000    934 0.0455    692 0.3164
927 1    934 0.0000    934 0.0712    692 0.3315
928 1    934 0.0000    934 0.0278    692 0.3394
929 1    934 0.0000    934 0.0638    692 0.3131
930 1    934 0.0000    934 0.0491    692 0.3199
931 1    869 0.0000    869 0.0857    692 0.3227
932 1    934 0.0000    934 0.0575    692 0.3280
933 1    934 0.1165    1580 0.1028    692 0.3423
934 1    934 0.0000    934 0.0747    1398 0.2966
935 1    934 0.0000    934 0.0745    692 0.3004
936 1    934 0.0000    934 0.0530    692 0.3059
937 1    934 0.0000    934 0.0785    692 0.3381
938 1    934 0.0000    934 0.0758    1398 0.3581
939 1    934 0.0000    934 0.0798    692 0.3166
940 1    1700 0.0000    1700 0.0922    1398 0.2933
941 1    1730 0.0000    1730 0.0926    1398 0.3116
942 1    934 0.0000    934 0.0726    692 0.3340
943 1    519 0.0000    519 0.0766    1398 0.3719
944 1    934 0.0000    934 0.0555    692 0.3468
945 1    1623 0.0000    1623 0.0596    1398 0.4254
946 1    1623 0.0000    1623 0.0645    1398 0.4384
947 1    934 0.0000    934 0.0607    692 0.3738
948 1    934 0.0000    934 0.0403    692 0.3398
949 1    934 0.0000    934 0.0746    1398 0.3070
950 1    934 0.0000    934 0.0553    1398 0.3368
951 1    934 0.0000    934 0.0680    1398 0.3237
952 1    1471 0.0000    1471 0.0795    1398 0.3222
953 1    934 0.0000    934 0.0808    1398 0.3419
954 1    1471 0.0000    1471 0.0715    1398 0.3104
955 1    934 0.0000    934 0.0565    692 0.3126
956 1    957 0.1163    1660 0.1006    526 0.3367
957 1    934 0.0000    934 0.0414    692 0.3158
958 1    934 0.0000    934 0.0494    692 0.3026
959 1    934 0.0000    934 0.0260    692 0.3297
960 1    934 0.0000    934 0.0713    692 0.3151
961 1    934 0.0000    934 0.0478    692 0.3384
962 1    934 0.0000    934 0.0532    692 0.3091
963 1    934 0.0000    934 0.0547    1398 0.3393
964 1    934 0.0000    934 0.0604    1398 0.3395
965 1    934 0.0000    934 0.0454    692 0.3149
966 1    934 0.0000    934 0.0712    692 0.3390
967 1    869 0.0000    869 0.0921    692 0.3284
968 1    934 0.0000    934 0.0850    1398 0.2973
969 1    934 0.0000    934 0.0637    1398 0.3236
970 1    934 0.0000    934 0.0699    1398 0.3044
971 1    1471 0.0000    1471 0.0893    1398 0.3167
972 1    1471 0.0000    1471 0.0791    1398 0.3136
973 1    1109 0.0000    1109 0.0773    276 0.3087
974 1    934 0.0000    934 0.0411    692 0.3289
975 1    934 0.0000    934 0.0413    692 0.3371
976 1    934 0.0000    934 0.0500    1398 0.3187
977 1    1730 0.0000    1730 0.0623    1398 0.2927
978 1    934 0.0000    934 0.0639    692 0.3508
979 1    934 0.0000    934 0.0855    692 0.3192
980 1    934 0.0000    934 0.0861    692 0.3063
981 1    934 0.0000    934 0.0382    692 0.3159
982 1    934 0.0000    934 0.0621    692 0.3134
983 1    934 0.0000    934 0.0641    692 0.2990
984 1    1471 0.0000    1471 0.0725    1398 0.3070
985 1    934 0.0000    934 0.0787    1398 0.3033
986 1    934 0.0000    934 0.0594    692 0.3121
987 1    934 0.0000    934 0.0505    692 0.3193
988 1    934 0.0000    934 0.0456    692 0.3428
989 1    934 0.0000    934 0.0551    692 0.3107
990 1    934 0.0000    934 0.0785    1739 0.3088
991 1    934 0.0000    934 0.0510    692 0.3203
992 1    934 0.0000    934 0.0593    692 0.3303
993 1    934 0.0000    934 0.0304    692 0.3276
994 1    934 0.0000    934 0.0623    692 0.3037
995 1    934 0.0000    934 0.0709    1398 0.3354
996 1    934 0.0000    934 0.0720    1398 0.3367
997 1    934 0.0000    934 0.0726    1398 0.3105
998 1    1387 0.0000    1387 0.0673    1179 0.2762
999 1    1955 0.0000    1955 0.0727    730 0.2905
1000 2    1001 0.0000    519 0.1003    1398 0.4191
1001 2    1179 0.0000    1179 0.0445    1398 0.4310
1002 2    1179 0.0000    1179 0.0517    1398 0.4112
1003 2    1179 0.0000    1179 0.0537    1398 0.4468
1004 2    1179 0.0000    1179 0.0464    1398 0.4143
1005 2    1179 0.0000    1179 0.0496    1398 0.4103
1006 2    1151 0.0000    1151 0.0565    1398 0.3868
1007 2    1151 0.0000    1151 0.0763    1398 0.3930
1008 2    1151 0.0000    1151 0.0630    1398 0.3723
1009 2    1179 0.0000    1179 0.0415    1398 0.4328
1010 2    1151 0.0000    1151 0.0311    1398 0.3549
1011 2    1151 0.0000    1151 0.0257    1398 0.3653
1012 2    1013 0.1095    209 0.1005    1485 0.3091
1013 2    282 0.0000    282 0.0530    1398 0.3735
