# This File stores the CDE (Cluster Distribution Entropy) using the clustering >>ClosestCenters<< of the given TrajNameList
# >> Nr of Cluster vs Time <<
# >> normalized Nr of Cluster vs Time <<
# >> Entropy vs Time <<
# >> normalized Entropy vs Time <<
# elapsed time = 0.87 seconds
#  ThresholdList = [0.1, 0.15]
#  TrajNameList = ['Met_Amber1_stripped', 'Met_Amber2_stripped']
#  TrjLenList = [1000, 1000]
#  updated TrjLenList = [1000, 1000]
#  TimeStep = 1
#  StartFrame = 0
#  EndingFrame = 1000
#                   |             Threshold = 0.1                |r=0.15
#    Frame | TrajNr | NrClusts | normNrClusts | CDE | normCDE | ... 
# 
361 1   88 0.61 4.1580 0.9287   20 0.87 2.6526 0.8854
362 1   88 0.61 4.1581 0.9287   20 0.87 2.6509 0.8849
363 1   88 0.61 4.1595 0.9290   20 0.87 2.6531 0.8856
364 1   88 0.61 4.1601 0.9291   20 0.87 2.6537 0.8858
365 1   88 0.61 4.1614 0.9294   20 0.87 2.6555 0.8864
366 1   88 0.61 4.1651 0.9303   20 0.87 2.6575 0.8871
367 1   88 0.61 4.1688 0.9311   20 0.87 2.6587 0.8875
368 1   88 0.61 4.1652 0.9303   20 0.87 2.6592 0.8877
369 1   88 0.61 4.1653 0.9303   20 0.87 2.6575 0.8871
370 1   88 0.61 4.1676 0.9308   20 0.87 2.6579 0.8872
371 1   88 0.61 4.1683 0.9310   20 0.87 2.6582 0.8873
372 1   88 0.61 4.1680 0.9309   20 0.87 2.6565 0.8868
373 1   88 0.61 4.1673 0.9307   20 0.87 2.6567 0.8868
374 1   88 0.61 4.1695 0.9313   20 0.87 2.6578 0.8872
375 1   88 0.61 4.1709 0.9316   20 0.87 2.6587 0.8875
376 1   89 0.62 4.1782 0.9308   20 0.87 2.6573 0.8870
377 1   89 0.62 4.1818 0.9316   20 0.87 2.6558 0.8865
378 1   89 0.62 4.1841 0.9321   20 0.87 2.6576 0.8871
379 1   89 0.62 4.1847 0.9323   20 0.87 2.6584 0.8874
380 1   89 0.62 4.1849 0.9323   20 0.87 2.6591 0.8876
381 1   89 0.62 4.1846 0.9323   20 0.87 2.6597 0.8878
382 1   89 0.62 4.1868 0.9328   20 0.87 2.6597 0.8878
383 1   89 0.62 4.1833 0.9320   20 0.87 2.6598 0.8879
384 1   89 0.62 4.1834 0.9320   20 0.87 2.6599 0.8879
385 1   89 0.62 4.1825 0.9318   20 0.87 2.6610 0.8883
386 1   89 0.62 4.1789 0.9310   20 0.87 2.6609 0.8882
387 1   89 0.62 4.1753 0.9302   20 0.87 2.6608 0.8882
388 1   89 0.62 4.1715 0.9294   20 0.87 2.6593 0.8877
389 1   89 0.62 4.1729 0.9297   20 0.87 2.6581 0.8873
390 1   89 0.62 4.1765 0.9305   20 0.87 2.6596 0.8878
391 1   89 0.62 4.1779 0.9308   20 0.87 2.6589 0.8876
392 1   89 0.62 4.1793 0.9311   20 0.87 2.6606 0.8881
393 1   89 0.62 4.1807 0.9314   20 0.87 2.6611 0.8883
394 1   89 0.62 4.1805 0.9314   20 0.87 2.6595 0.8878
395 1   89 0.62 4.1819 0.9317   20 0.87 2.6599 0.8879
396 1   89 0.62 4.1826 0.9318   20 0.87 2.6603 0.8880
397 1   89 0.62 4.1829 0.9319   20 0.87 2.6605 0.8881
398 1   89 0.62 4.1827 0.9318   20 0.87 2.6606 0.8881
399 1   89 0.62 4.1791 0.9310   20 0.87 2.6591 0.8876
400 1   89 0.62 4.1798 0.9312   20 0.87 2.6591 0.8876
401 1   90 0.62 4.1868 0.9304   20 0.87 2.6652 0.8896
402 1   90 0.62 4.1904 0.9312   20 0.87 2.6645 0.8894
403 1   90 0.62 4.1918 0.9315   20 0.87 2.6634 0.8891
404 1   90 0.62 4.1925 0.9317   20 0.87 2.6623 0.8887
405 1   90 0.62 4.1917 0.9315   20 0.87 2.6610 0.8883
406 1   90 0.62 4.1920 0.9316   20 0.87 2.6609 0.8882
407 1   90 0.62 4.1909 0.9314   20 0.87 2.6594 0.8877
408 1   90 0.62 4.1896 0.9311   20 0.87 2.6579 0.8872
409 1   90 0.62 4.1881 0.9307   20 0.87 2.6563 0.8867
410 1   90 0.62 4.1880 0.9307   20 0.87 2.6562 0.8867
411 1   90 0.62 4.1876 0.9306   20 0.87 2.6560 0.8866
412 1   90 0.62 4.1859 0.9302   20 0.87 2.6557 0.8865
413 1   90 0.62 4.1855 0.9301   20 0.87 2.6558 0.8865
414 1   90 0.62 4.1848 0.9300   20 0.87 2.6555 0.8864
415 1   90 0.62 4.1841 0.9298   20 0.87 2.6556 0.8864
416 1   91 0.63 4.1909 0.9291   21 0.91 2.6660 0.8757
417 1   92 0.64 4.1977 0.9283   21 0.91 2.6687 0.8766
418 1   93 0.65 4.2045 0.9276   21 0.91 2.6711 0.8774
419 1   94 0.65 4.2112 0.9269   21 0.91 2.6782 0.8797
420 1   94 0.65 4.2147 0.9277   21 0.91 2.6841 0.8816
421 1   94 0.65 4.2181 0.9284   21 0.91 2.6862 0.8823
422 1   95 0.66 4.2248 0.9277   21 0.91 2.6847 0.8818
423 1   95 0.66 4.2281 0.9285   21 0.91 2.6897 0.8835
424 1   95 0.66 4.2303 0.9289   21 0.91 2.6916 0.8841
425 1   96 0.67 4.2369 0.9283   21 0.91 2.6933 0.8846
426 1   97 0.67 4.2435 0.9276   22 0.96 2.7035 0.8746
427 1   97 0.67 4.2469 0.9283   22 0.96 2.7104 0.8769
428 1   98 0.68 4.2534 0.9277   22 0.96 2.7098 0.8767
429 1   98 0.68 4.2567 0.9284   22 0.96 2.7147 0.8783
430 1   99 0.69 4.2632 0.9278   22 0.96 2.7190 0.8796
431 1   100 0.69 4.2697 0.9272   22 0.96 2.7228 0.8809
432 1   101 0.70 4.2762 0.9266   22 0.96 2.7277 0.8824
433 1   101 0.70 4.2794 0.9273   22 0.96 2.7291 0.8829
434 1   102 0.71 4.2859 0.9267   22 0.96 2.7333 0.8843
435 1   102 0.71 4.2891 0.9274   22 0.96 2.7371 0.8855
436 1   102 0.71 4.2911 0.9278   22 0.96 2.7404 0.8866
437 1   102 0.71 4.2923 0.9281   22 0.96 2.7435 0.8875
438 1   102 0.71 4.2930 0.9282   22 0.96 2.7462 0.8884
439 1   102 0.71 4.2932 0.9283   22 0.96 2.7487 0.8892
440 1   102 0.71 4.2930 0.9282   22 0.96 2.7509 0.8900
441 1   102 0.71 4.2950 0.9287   22 0.96 2.7529 0.8906
442 1   102 0.71 4.2963 0.9289   22 0.96 2.7548 0.8912
443 1   102 0.71 4.2969 0.9291   22 0.96 2.7564 0.8917
444 1   102 0.71 4.2989 0.9295   22 0.96 2.7631 0.8939
445 1   102 0.71 4.3002 0.9298   22 0.96 2.7685 0.8957
446 1   102 0.71 4.3004 0.9298   22 0.96 2.7700 0.8961
447 1   102 0.71 4.3002 0.9298   22 0.96 2.7713 0.8966
448 1   102 0.71 4.2998 0.9297   22 0.96 2.7725 0.8969
449 1   102 0.71 4.2990 0.9295   22 0.96 2.7735 0.8973
450 1   102 0.71 4.2981 0.9293   22 0.96 2.7745 0.8976
451 1   102 0.71 4.2969 0.9291   22 0.96 2.7753 0.8978
452 1   102 0.71 4.2955 0.9288   22 0.96 2.7760 0.8981
453 1   102 0.71 4.2940 0.9284   22 0.96 2.7766 0.8983
454 1   102 0.71 4.2947 0.9286   22 0.96 2.7819 0.9000
455 1   103 0.72 4.3009 0.9280   22 0.96 2.7852 0.9010
456 1   103 0.72 4.3029 0.9284   22 0.96 2.7845 0.9008
457 1   104 0.72 4.3090 0.9278   22 0.96 2.7891 0.9023
458 1   105 0.73 4.3152 0.9272   22 0.96 2.7904 0.9027
459 1   106 0.74 4.3213 0.9266   22 0.96 2.7944 0.9040
460 1   107 0.74 4.3274 0.9261   22 0.96 2.7989 0.9055
461 1   107 0.74 4.3276 0.9261   22 0.96 2.8029 0.9068
462 1   107 0.74 4.3259 0.9258   22 0.96 2.8064 0.9079
463 1   108 0.75 4.3320 0.9252   22 0.96 2.8069 0.9081
464 1   108 0.75 4.3315 0.9251   22 0.96 2.8073 0.9082
465 1   108 0.75 4.3346 0.9258   22 0.96 2.8076 0.9083
466 1   108 0.75 4.3365 0.9262   22 0.96 2.8078 0.9084
467 1   108 0.75 4.3377 0.9264   22 0.96 2.8079 0.9084
468 1   109 0.76 4.3437 0.9259   22 0.96 2.8080 0.9084
469 1   109 0.76 4.3444 0.9260   22 0.96 2.8091 0.9088
470 1   109 0.76 4.3437 0.9259   22 0.96 2.8091 0.9088
471 1   109 0.76 4.3418 0.9255   22 0.96 2.8090 0.9088
472 1   109 0.76 4.3421 0.9255   22 0.96 2.8089 0.9087
473 1   109 0.76 4.3412 0.9254   22 0.96 2.8087 0.9087
474 1   109 0.76 4.3411 0.9253   22 0.96 2.8084 0.9086
475 1   109 0.76 4.3391 0.9249   22 0.96 2.8081 0.9085
476 1   109 0.76 4.3387 0.9248   22 0.96 2.8077 0.9083
477 1   109 0.76 4.3381 0.9247   22 0.96 2.8073 0.9082
478 1   109 0.76 4.3370 0.9245   22 0.96 2.8068 0.9080
479 1   109 0.76 4.3357 0.9242   22 0.96 2.8062 0.9079
480 1   109 0.76 4.3343 0.9239   22 0.96 2.8057 0.9077
481 1   109 0.76 4.3327 0.9236   22 0.96 2.8050 0.9075
482 1   109 0.76 4.3310 0.9232   22 0.96 2.8043 0.9072
483 1   109 0.76 4.3302 0.9230   22 0.96 2.8036 0.9070
484 1   109 0.76 4.3284 0.9226   22 0.96 2.8029 0.9068
485 1   109 0.76 4.3264 0.9222   22 0.96 2.8021 0.9065
486 1   110 0.76 4.3323 0.9217   22 0.96 2.8037 0.9070
487 1   111 0.77 4.3381 0.9211   22 0.96 2.8051 0.9075
488 1   111 0.77 4.3411 0.9218   22 0.96 2.8064 0.9079
489 1   111 0.77 4.3441 0.9224   22 0.96 2.8056 0.9077
490 1   112 0.78 4.3499 0.9219   22 0.96 2.8067 0.9080
491 1   112 0.78 4.3529 0.9225   22 0.96 2.8079 0.9084
492 1   112 0.78 4.3548 0.9229   22 0.96 2.8090 0.9087
493 1   112 0.78 4.3560 0.9232   22 0.96 2.8099 0.9090
494 1   112 0.78 4.3567 0.9233   22 0.96 2.8108 0.9093
495 1   112 0.78 4.3586 0.9237   22 0.96 2.8099 0.9091
496 1   112 0.78 4.3589 0.9238   22 0.96 2.8090 0.9088
497 1   112 0.78 4.3589 0.9238   22 0.96 2.8098 0.9090
498 1   112 0.78 4.3585 0.9237   22 0.96 2.8105 0.9092
499 1   112 0.78 4.3615 0.9243   22 0.96 2.8110 0.9094
500 1   112 0.78 4.3609 0.9242   22 0.96 2.8115 0.9096
501 1   112 0.78 4.3601 0.9240   22 0.96 2.8125 0.9099
502 1   112 0.78 4.3591 0.9238   22 0.96 2.8129 0.9100
503 1   112 0.78 4.3580 0.9236   22 0.96 2.8133 0.9101
504 1   112 0.78 4.3609 0.9242   22 0.96 2.8145 0.9105
505 1   112 0.78 4.3596 0.9239   22 0.96 2.8147 0.9106
506 1   112 0.78 4.3582 0.9236   22 0.96 2.8149 0.9107
507 1   112 0.78 4.3566 0.9233   22 0.96 2.8150 0.9107
508 1   112 0.78 4.3578 0.9236   22 0.96 2.8151 0.9107
509 1   113 0.78 4.3635 0.9230   22 0.96 2.8142 0.9105
510 1   113 0.78 4.3618 0.9227   22 0.96 2.8142 0.9105
511 1   113 0.78 4.3625 0.9228   22 0.96 2.8134 0.9102
512 1   113 0.78 4.3607 0.9224   22 0.96 2.8142 0.9105
513 1   113 0.78 4.3602 0.9223   22 0.96 2.8150 0.9107
514 1   113 0.78 4.3583 0.9219   22 0.96 2.8150 0.9107
515 1   113 0.78 4.3563 0.9215   22 0.96 2.8149 0.9107
516 1   113 0.78 4.3542 0.9211   22 0.96 2.8147 0.9106
517 1   113 0.78 4.3520 0.9206   22 0.96 2.8145 0.9105
518 1   113 0.78 4.3524 0.9207   22 0.96 2.8136 0.9103
519 1   113 0.78 4.3502 0.9202   22 0.96 2.8134 0.9102
520 1   113 0.78 4.3502 0.9202   22 0.96 2.8125 0.9099
521 1   113 0.78 4.3479 0.9197   22 0.96 2.8122 0.9098
522 1   113 0.78 4.3492 0.9200   22 0.96 2.8112 0.9095
523 1   113 0.78 4.3500 0.9202   22 0.96 2.8102 0.9092
524 1   113 0.78 4.3503 0.9202   22 0.96 2.8092 0.9088
525 1   114 0.79 4.3559 0.9197   23 1.00 2.8177 0.8986
526 1   114 0.79 4.3588 0.9203   23 1.00 2.8207 0.8996
527 1   114 0.79 4.3617 0.9209   23 1.00 2.8234 0.9005
528 1   114 0.79 4.3636 0.9213   23 1.00 2.8230 0.9003
529 1   114 0.79 4.3654 0.9217   23 1.00 2.8255 0.9011
530 1   114 0.79 4.3683 0.9223   23 1.00 2.8282 0.9020
531 1   114 0.79 4.3702 0.9227   23 1.00 2.8305 0.9027
532 1   114 0.79 4.3714 0.9230   23 1.00 2.8325 0.9034
533 1   114 0.79 4.3726 0.9232   23 1.00 2.8350 0.9042
534 1   115 0.80 4.3781 0.9227   23 1.00 2.8382 0.9052
535 1   116 0.81 4.3835 0.9221   23 1.00 2.8404 0.9059
536 1   116 0.81 4.3863 0.9227   23 1.00 2.8425 0.9065
537 1   116 0.81 4.3891 0.9233   23 1.00 2.8418 0.9063
538 1   116 0.81 4.3910 0.9237   23 1.00 2.8442 0.9071
539 1   116 0.81 4.3928 0.9241   23 1.00 2.8435 0.9069
540 1   116 0.81 4.3956 0.9247   23 1.00 2.8453 0.9075
541 1   116 0.81 4.3984 0.9253   23 1.00 2.8483 0.9084
542 1   116 0.81 4.3991 0.9254   23 1.00 2.8500 0.9089
543 1   116 0.81 4.4003 0.9257   23 1.00 2.8518 0.9095
544 1   116 0.81 4.4011 0.9258   23 1.00 2.8514 0.9094
545 1   116 0.81 4.4018 0.9260   23 1.00 2.8531 0.9099
546 1   116 0.81 4.4021 0.9261   23 1.00 2.8546 0.9104
547 1   116 0.81 4.3999 0.9256   23 1.00 2.8536 0.9101
548 1   116 0.81 4.4017 0.9260   23 1.00 2.8551 0.9106
549 1   116 0.81 4.4017 0.9260   23 1.00 2.8564 0.9110
550 1   116 0.81 4.4036 0.9264   23 1.00 2.8579 0.9115
551 1   116 0.81 4.4054 0.9267   23 1.00 2.8593 0.9119
552 1   116 0.81 4.4066 0.9270   23 1.00 2.8606 0.9123
553 1   116 0.81 4.4073 0.9272   23 1.00 2.8618 0.9127
554 1   116 0.81 4.4077 0.9272   23 1.00 2.8629 0.9130
555 1   116 0.81 4.4080 0.9273   23 1.00 2.8638 0.9134
556 1   116 0.81 4.4081 0.9273   23 1.00 2.8647 0.9136
557 1   116 0.81 4.4079 0.9273   23 1.00 2.8655 0.9139
558 1   116 0.81 4.4091 0.9275   23 1.00 2.8667 0.9143
559 1   116 0.81 4.4099 0.9277   23 1.00 2.8692 0.9151
560 1   117 0.81 4.4151 0.9271   23 1.00 2.8708 0.9156
561 1   118 0.82 4.4203 0.9265   23 1.00 2.8722 0.9160
562 1   119 0.83 4.4254 0.9260   23 1.00 2.8714 0.9158
563 1   119 0.83 4.4266 0.9262   23 1.00 2.8738 0.9165
564 1   119 0.83 4.4293 0.9268   23 1.00 2.8731 0.9163
565 1   119 0.83 4.4305 0.9270   23 1.00 2.8728 0.9162
566 1   119 0.83 4.4312 0.9272   23 1.00 2.8725 0.9161
567 1   119 0.83 4.4324 0.9274   23 1.00 2.8717 0.9159
568 1   119 0.83 4.4327 0.9275   23 1.00 2.8713 0.9158
569 1   119 0.83 4.4323 0.9274   23 1.00 2.8709 0.9156
570 1   119 0.83 4.4341 0.9278   23 1.00 2.8702 0.9154
571 1   119 0.83 4.4344 0.9279   23 1.00 2.8695 0.9152
572 1   119 0.83 4.4339 0.9278   23 1.00 2.8697 0.9152
573 1   120 0.83 4.4389 0.9272   23 1.00 2.8693 0.9151
574 1   120 0.83 4.4382 0.9270   23 1.00 2.8695 0.9152
575 1   120 0.83 4.4393 0.9273   23 1.00 2.8691 0.9150
576 1   120 0.83 4.4386 0.9271   23 1.00 2.8692 0.9151
577 1   120 0.83 4.4403 0.9275   23 1.00 2.8694 0.9151
578 1   120 0.83 4.4421 0.9279   23 1.00 2.8690 0.9150
579 1   120 0.83 4.4412 0.9277   23 1.00 2.8691 0.9150
580 1   120 0.83 4.4416 0.9277   23 1.00 2.8691 0.9150
581 1   120 0.83 4.4414 0.9277   23 1.00 2.8691 0.9150
582 1   120 0.83 4.4410 0.9276   23 1.00 2.8702 0.9154
583 1   120 0.83 4.4428 0.9280   23 1.00 2.8713 0.9158
584 1   121 0.84 4.4478 0.9274   23 1.00 2.8724 0.9161
585 1   121 0.84 4.4489 0.9277   23 1.00 2.8734 0.9164
586 1   121 0.84 4.4507 0.9280   23 1.00 2.8743 0.9167
587 1   122 0.85 4.4557 0.9275   23 1.00 2.8751 0.9170
588 1   122 0.85 4.4568 0.9277   23 1.00 2.8759 0.9172
589 1   122 0.85 4.4575 0.9279   23 1.00 2.8765 0.9174
590 1   122 0.85 4.4566 0.9277   23 1.00 2.8761 0.9173
591 1   122 0.85 4.4567 0.9277   23 1.00 2.8757 0.9171
592 1   122 0.85 4.4568 0.9277   23 1.00 2.8750 0.9169
593 1   122 0.85 4.4585 0.9281   23 1.00 2.8771 0.9176
594 1   123 0.85 4.4635 0.9275   23 1.00 2.8790 0.9182
595 1   123 0.85 4.4636 0.9276   23 1.00 2.8790 0.9182
596 1   123 0.85 4.4647 0.9278   23 1.00 2.8808 0.9188
597 1   123 0.85 4.4673 0.9283   23 1.00 2.8818 0.9191
598 1   123 0.85 4.4680 0.9285   23 1.00 2.8834 0.9196
599 1   123 0.85 4.4684 0.9285   23 1.00 2.8849 0.9201
600 1   123 0.85 4.4695 0.9288   23 1.00 2.8863 0.9205
601 1   123 0.85 4.4702 0.9289   23 1.00 2.8856 0.9203
602 1   123 0.85 4.4709 0.9291   23 1.00 2.8849 0.9201
603 1   123 0.85 4.4716 0.9292   23 1.00 2.8855 0.9203
604 1   123 0.85 4.4706 0.9290   23 1.00 2.8855 0.9203
605 1   123 0.85 4.4710 0.9291   23 1.00 2.8860 0.9204
606 1   123 0.85 4.4736 0.9296   23 1.00 2.8853 0.9202
607 1   123 0.85 4.4743 0.9298   23 1.00 2.8846 0.9200
608 1   123 0.85 4.4754 0.9300   23 1.00 2.8859 0.9204
609 1   124 0.86 4.4802 0.9295   23 1.00 2.8859 0.9204
610 1   124 0.86 4.4828 0.9300   23 1.00 2.8857 0.9203
611 1   124 0.86 4.4844 0.9303   23 1.00 2.8859 0.9204
612 1   124 0.86 4.4856 0.9306   23 1.00 2.8859 0.9204
613 1   124 0.86 4.4863 0.9307   23 1.00 2.8871 0.9208
614 1   124 0.86 4.4879 0.9310   23 1.00 2.8880 0.9211
615 1   124 0.86 4.4876 0.9310   23 1.00 2.8873 0.9208
616 1   124 0.86 4.4871 0.9309   23 1.00 2.8866 0.9206
617 1   124 0.86 4.4875 0.9310   23 1.00 2.8877 0.9210
618 1   124 0.86 4.4868 0.9308   23 1.00 2.8869 0.9207
619 1   124 0.86 4.4875 0.9310   23 1.00 2.8862 0.9205
620 1   124 0.86 4.4886 0.9312   23 1.00 2.8855 0.9203
621 1   124 0.86 4.4893 0.9313   23 1.00 2.8847 0.9200
622 1   124 0.86 4.4910 0.9317   23 1.00 2.8840 0.9198
623 1   124 0.86 4.4914 0.9318   23 1.00 2.8832 0.9195
624 1   124 0.86 4.4915 0.9318   23 1.00 2.8824 0.9193
625 1   124 0.86 4.4914 0.9318   23 1.00 2.8816 0.9190
626 1   124 0.86 4.4918 0.9319   23 1.00 2.8813 0.9189
627 1   124 0.86 4.4913 0.9318   23 1.00 2.8809 0.9188
628 1   124 0.86 4.4930 0.9321   23 1.00 2.8804 0.9186
629 1   124 0.86 4.4941 0.9323   23 1.00 2.8804 0.9186
630 1   124 0.86 4.4942 0.9324   23 1.00 2.8812 0.9189
631 1   124 0.86 4.4946 0.9324   23 1.00 2.8805 0.9187
632 1   125 0.87 4.4993 0.9319   23 1.00 2.8804 0.9186
633 1   125 0.87 4.4992 0.9318   23 1.00 2.8817 0.9191
634 1   125 0.87 4.4999 0.9320   23 1.00 2.8816 0.9190
635 1   125 0.87 4.4996 0.9319   23 1.00 2.8808 0.9188
636 1   125 0.87 4.4991 0.9318   23 1.00 2.8803 0.9186
637 1   125 0.87 4.4985 0.9317   23 1.00 2.8799 0.9185
638 1   125 0.87 4.4984 0.9317   23 1.00 2.8791 0.9182
639 1   125 0.87 4.4992 0.9318   23 1.00 2.8797 0.9184
640 1   125 0.87 4.4996 0.9319   23 1.00 2.8795 0.9184
641 1   125 0.87 4.4997 0.9319   23 1.00 2.8790 0.9182
642 1   125 0.87 4.4994 0.9319   23 1.00 2.8789 0.9182
643 1   125 0.87 4.4990 0.9318   23 1.00 2.8786 0.9181
644 1   125 0.87 4.5001 0.9320   23 1.00 2.8781 0.9179
645 1   125 0.87 4.4995 0.9319   23 1.00 2.8774 0.9177
646 1   125 0.87 4.5012 0.9322   23 1.00 2.8771 0.9176
647 1   125 0.87 4.5006 0.9321   23 1.00 2.8769 0.9175
648 1   125 0.87 4.5003 0.9321   23 1.00 2.8762 0.9173
649 1   125 0.87 4.5003 0.9321   23 1.00 2.8759 0.9172
650 1   125 0.87 4.4989 0.9318   23 1.00 2.8752 0.9170
651 1   125 0.87 4.4989 0.9318   23 1.00 2.8744 0.9167
652 1   125 0.87 4.5005 0.9321   23 1.00 2.8739 0.9166
653 1   126 0.88 4.5051 0.9315   23 1.00 2.8742 0.9167
654 1   126 0.88 4.5075 0.9320   23 1.00 2.8744 0.9167
655 1   126 0.88 4.5071 0.9319   23 1.00 2.8737 0.9165
656 1   126 0.88 4.5065 0.9318   23 1.00 2.8729 0.9163
657 1   126 0.88 4.5081 0.9321   23 1.00 2.8722 0.9160
658 1   126 0.88 4.5092 0.9324   23 1.00 2.8722 0.9160
659 1   126 0.88 4.5100 0.9325   23 1.00 2.8722 0.9160
660 1   126 0.88 4.5104 0.9326   23 1.00 2.8720 0.9160
661 1   126 0.88 4.5106 0.9327   23 1.00 2.8719 0.9159
662 1   126 0.88 4.5117 0.9329   23 1.00 2.8760 0.9172
663 1   126 0.88 4.5116 0.9329   23 1.00 2.8760 0.9172
664 1   126 0.88 4.5114 0.9328   23 1.00 2.8752 0.9170
665 1   126 0.88 4.5110 0.9327   23 1.00 2.8750 0.9169
666 1   126 0.88 4.5105 0.9326   23 1.00 2.8747 0.9168
667 1   126 0.88 4.5129 0.9331   23 1.00 2.8755 0.9171
668 1   126 0.88 4.5136 0.9333   23 1.00 2.8757 0.9171
669 1   126 0.88 4.5160 0.9338   23 1.00 2.8765 0.9174
670 1   126 0.88 4.5164 0.9339   23 1.00 2.8758 0.9172
671 1   127 0.88 4.5209 0.9333   23 1.00 2.8763 0.9173
672 1   127 0.88 4.5225 0.9336   23 1.00 2.8770 0.9176
673 1   127 0.88 4.5249 0.9341   23 1.00 2.8775 0.9177
674 1   127 0.88 4.5253 0.9342   23 1.00 2.8782 0.9179
675 1   127 0.88 4.5255 0.9342   23 1.00 2.8792 0.9183
676 1   127 0.88 4.5278 0.9347   23 1.00 2.8790 0.9182
677 1   127 0.88 4.5276 0.9347   23 1.00 2.8789 0.9182
678 1   127 0.88 4.5276 0.9346   23 1.00 2.8786 0.9181
679 1   128 0.89 4.5320 0.9340   23 1.00 2.8786 0.9181
680 1   128 0.89 4.5344 0.9345   23 1.00 2.8784 0.9180
681 1   128 0.89 4.5359 0.9349   23 1.00 2.8783 0.9180
682 1   128 0.89 4.5356 0.9348   23 1.00 2.8780 0.9179
683 1   128 0.89 4.5371 0.9351   23 1.00 2.8773 0.9177
684 1   128 0.89 4.5382 0.9353   23 1.00 2.8766 0.9174
685 1   128 0.89 4.5406 0.9358   23 1.00 2.8772 0.9176
686 1   128 0.89 4.5416 0.9360   23 1.00 2.8778 0.9178
687 1   128 0.89 4.5413 0.9360   23 1.00 2.8771 0.9176
688 1   128 0.89 4.5423 0.9362   23 1.00 2.8776 0.9178
689 1   128 0.89 4.5431 0.9363   23 1.00 2.8769 0.9175
690 1   128 0.89 4.5435 0.9364   23 1.00 2.8762 0.9173
691 1   128 0.89 4.5446 0.9366   23 1.00 2.8767 0.9174
692 1   128 0.89 4.5447 0.9367   23 1.00 2.8759 0.9172
693 1   128 0.89 4.5471 0.9371   23 1.00 2.8757 0.9171
694 1   129 0.90 4.5514 0.9365   23 1.00 2.8750 0.9169
695 1   129 0.90 4.5529 0.9369   23 1.00 2.8748 0.9169
696 1   129 0.90 4.5540 0.9371   23 1.00 2.8745 0.9168
697 1   129 0.90 4.5563 0.9375   23 1.00 2.8741 0.9166
698 1   129 0.90 4.5561 0.9375   23 1.00 2.8751 0.9170
699 1   129 0.90 4.5572 0.9377   23 1.00 2.8745 0.9167
700 1   129 0.90 4.5568 0.9376   23 1.00 2.8738 0.9165
701 1   129 0.90 4.5575 0.9378   23 1.00 2.8731 0.9163
702 1   129 0.90 4.5569 0.9377   23 1.00 2.8727 0.9162
703 1   129 0.90 4.5567 0.9376   23 1.00 2.8722 0.9160
704 1   129 0.90 4.5568 0.9377   23 1.00 2.8719 0.9159
705 1   129 0.90 4.5591 0.9381   23 1.00 2.8713 0.9157
706 1   129 0.90 4.5585 0.9380   23 1.00 2.8710 0.9156
707 1   130 0.90 4.5627 0.9374   23 1.00 2.8730 0.9163
708 1   130 0.90 4.5638 0.9376   23 1.00 2.8727 0.9162
709 1   131 0.91 4.5680 0.9370   23 1.00 2.8725 0.9161
710 1   131 0.91 4.5703 0.9375   23 1.00 2.8743 0.9167
711 1   131 0.91 4.5701 0.9374   23 1.00 2.8737 0.9165
712 1   131 0.91 4.5696 0.9373   23 1.00 2.8730 0.9163
713 1   131 0.91 4.5690 0.9372   23 1.00 2.8723 0.9160
714 1   131 0.91 4.5705 0.9375   23 1.00 2.8725 0.9161
715 1   131 0.91 4.5705 0.9375   23 1.00 2.8718 0.9159
716 1   131 0.91 4.5712 0.9376   23 1.00 2.8713 0.9158
717 1   131 0.91 4.5704 0.9375   23 1.00 2.8710 0.9157
718 1   131 0.91 4.5694 0.9373   23 1.00 2.8704 0.9154
719 1   131 0.91 4.5691 0.9372   23 1.00 2.8699 0.9153
720 1   131 0.91 4.5686 0.9371   23 1.00 2.8694 0.9151
721 1   131 0.91 4.5682 0.9370   23 1.00 2.8687 0.9149
722 1   131 0.91 4.5672 0.9368   23 1.00 2.8692 0.9151
723 1   131 0.91 4.5661 0.9366   23 1.00 2.8726 0.9162
724 1   131 0.91 4.5654 0.9364   23 1.00 2.8724 0.9161
725 1   131 0.91 4.5652 0.9364   23 1.00 2.8720 0.9160
726 1   131 0.91 4.5649 0.9364   23 1.00 2.8717 0.9159
727 1   131 0.91 4.5672 0.9368   23 1.00 2.8714 0.9158
728 1   131 0.91 4.5676 0.9369   23 1.00 2.8709 0.9156
729 1   131 0.91 4.5680 0.9370   23 1.00 2.8702 0.9154
730 1   131 0.91 4.5675 0.9369   23 1.00 2.8697 0.9152
731 1   131 0.91 4.5685 0.9371   23 1.00 2.8692 0.9151
732 1   131 0.91 4.5678 0.9370   23 1.00 2.8685 0.9149
733 1   131 0.91 4.5686 0.9371   23 1.00 2.8687 0.9149
734 1   131 0.91 4.5690 0.9372   23 1.00 2.8689 0.9150
735 1   131 0.91 4.5692 0.9372   23 1.00 2.8691 0.9150
736 1   131 0.91 4.5708 0.9376   23 1.00 2.8692 0.9151
737 1   131 0.91 4.5703 0.9375   23 1.00 2.8692 0.9151
738 1   131 0.91 4.5698 0.9374   23 1.00 2.8689 0.9150
739 1   132 0.92 4.5739 0.9367   23 1.00 2.8686 0.9149
